DERRAMES ll APARATOS DE ESTADO|GILLES DELEUZE|CACTUS|24450 |FILOSOFIA|
DESAYUNO TIFFANY|CAPOTE, TRUMAN|LUMEN|13000 |LITERATURA UNIVERSAL|Una pequeña joya de uno de los más grandes escritores norteamericanos de siglo XX.
DESCUBRIENDO EL CEREBRO|MANES, FACUNDO|PLANETA|15500 |INFANTIL|¿Por qué un libro de neurociencia para niños? Porque es el cerebro el que nos permite percibir, pensar y sentir. Este fascinante órgano juega un papel clave en el modo de hacer las cosas que hacemos, en el aprendizaje de cosas nuevas y en la aceptación de que habrá ciertas cosas que nunca podremos hacer sin importar cuántas veces lo intentemos. Los seres humanos tenemos mayores posibilidades en nuestras vidas cuando sabemos más y entendemos mejor. Facundo Manes y María Roca están convencidos de que un rol importante para el científico del siglo XXI es salir de la torre de marfil del laboratorio y difundir el valor del conocimiento científico, sus métodos, sus procedimientos y sus resultados. Son los niños los que heredarán esta pasión por saber y se transformarán en los científicos del futuro. En este libro, a través de experimentos, juegos y actividades, los chicos y los grandes descubrirán las funciones del cerebro a través de la diversión y el desafío.
DESDE LA GALERIA DE LA MUERTE|ABU JAMAL|TXALAPARTA|17500 |Historia|Mumia Abu-Jamal es uno de los muchos prisioneros políticos en EEUU y está condenado a la silla eléctrica, supuestamente por haber matado a un policía en Filadelfia. En realidad, y según el testimonio del fiscal, está condenado a muerte por haber sido miembro de los Panteras Negras, por haber citado en una entrevista a Mao Tse-Tung y por ser un decidido activista en contra del racismo y la represión que sufre la población negra norteamericana y otras etnias minoritarias. Mumia Abu-Jamal, se ha convertido en símbolo de la lucha por una democracia real en EEUU.
DESDE LAS SOMBRAS|ALVAREZ, ROLANDO|LOM|11000 |HISTORIA DE CHILE |Esta obra hace una revisión exhaustiva de un fragmento desconocido de la izquierda chilena: el período inmediatamente posterior al golpe militar de 1973. La vida clandestina, por definición oculta y secreta, hizo que años fundamentales para comprender la evolución de los partidos políticos quedaran relegados en los análisis historiográficos. Partiendo desde la premisa del impacto provocado por la represión, no solamente en la sicología de la militancia comunista sino que también en la dirección de su línea política, este libro analiza la clandestinidad no solo como una forma de sobrevivencia. En efecto, la clandestinidad y su pertinaz resistencia ante la represión generaron parte de las condiciones necesarias para comprender los nuevos derroteros que el Partido Comunista siguió en la década de los 80. Sin duda, este libro es un aporte, al rescatar un pedazo de nuestra historia, para la sobrevivencia de nuestra memoria colectiva.
DESDÉN AL INFORTUNIO|FERNANDO BLANCO |CUARTO PROPIO |9500 |LITERATURA CHILENA|En la obra de Lemebel la política de la diferencia sexual unida a la política de la memoria, las intervenciones mediáticas y la exploración de nuevas formas de autoría y lectoría, han permitido, por un lado, repensar formas de intervención ciudadana más allá de las condiciones de participación dadas por el modelo de la democracia neoliberal; y, por otro, percibir algunos de los límites de éstas últimas.
LA DESESPERANZA (DB)|DONOSO, JOSE|DEBOLSILLO|4916 |LITERATURA CHILENA|La desesperanza es la primera novela escrita por José Donoso tras su regreso a Chile.
DESHACER EL GENERO|BUTLER, JUDITH|PAIDOS|17000 |FEMINISMO|A partir de la teoría feminista y la teoría queer, Butler considera las normas que rigen –y no lo consiguen– el género y la sexualidad en tanto que vinculadas a las restricciones de una categoría reconocible de persona. El libro supone un replanteamiento de su pensamiento inicial sobre la performatividad del género en El género en disputa. En esta obra, la crítica a las normas de género se sitúa claramente dentro del marco de la tenacidad y la supervivencia humanas. «Hacer» el propio género exige en ocasiones «deshacer» las nociones dominantes de la categoría persona. La autora escribe sobre la «nueva política del género» surgida en estos últimos años, una combinación de movimientos interesados por el transgénero, la transexualidad, el intersexo y sus complejas relaciones con la teoría feminista y la teoría queer.
DESIGUALDAD|NICOLAS EYZAGUIRRE|DEBATE| 16000 |ENSAYO|
DESNUDEZ|AGAMBEN, GIORGIO|ADRIANA HIDALGO|15200 |FILOSOFIA|Una investigación que pretenda medirse en serio con el problema de la desnudez debería ante todo remontarse arqueológicamente más allá de la oposición teológica desnudez/vestido, naturaleza/gracia, pero no para alcanzar un estado original precedente a la escisión, sino para comprender y neutralizar el dispositivo que la produjo.No es casual que, cuando a principios del siglo XX se difundieron en Alemania y luego en el resto de Europa movimientos que predicaban el nudismo como nuevo ideal social, reconciliado con la naturaleza del hombre, ello fue posible sólo oponiendo a la desnudez obscena de la pornografía y de la prostitución la desnudez como Lichtkleid ('vestido de luz'), es decir, evocando inconscientemente la antigua concepción teológica de la desnudez inocente como vestido de gracia. Lo que mostraban los naturistas no era una desnudez sino un vestido, no era naturaleza sino gracia.Que Adán y Eva antes del pecado no pudieran ver su desnudez porque esta se hallaba recubierta de un vestido de gracia no está dicho en modo alguno en la Biblia. La única cosa segura es que al principio Adán y Eva estaban desnudos y no sentían verg ¼enza ('El hombre y su mujer estaban ambos desnudos, y no sentían verg ¼enza'). Después de la caída, en cambio, sienten la necesidad de cubrirse con las hojas de higuera.Es decir, la trasgresión de la orden divina implica el paso de una desnudez sin verg ¼enza a una desnudez que debe cubrirse.'
DESOBEDIENCIA CIVIL|THOREAU, HENRY|JOSE J. DE OLAÑETA|8900 |ENSAYO|“El mejor gobierno es el que menos gobierna”. Asi? se inicia, con esta idea de plena actualidad, el ce?lebre e influyente panfleto de Henry D. Thoreau contra la preponderancia del Estado y a favor de la preeminencia de la conciencia del individuo.
DESPISTES Y FRANQUEZAS|BENEDETTI, MARIO|VISOR LIBROS |7600 |POESÍA|Libro de bolsillo
DESPUES DE VIVIR UN SIGLO|HERRERO, VICTOR|RANDOM HOUSE |19500 |Biografía|Una biografía de Violeta Parra
DESPUES DEL FIN DEL ARTE EL ARTE CONTEMPORÁNEO Y EL LINDE DE LA HISTORIA|DANTO, ARTHUR C. |PAIDÓS|19000 |ENSAYO|Uno de los libros más importantes te Arthur C. Danto, conocido por sus radicales planteamientos sobre la muerte del arte y su análisis del arte contemporáneo. Después del fin del arte recoge las“Mellone Lectures in the Fine Arts”pronunciadas por Arthur C. Danto en el año 1995. En alguno de sus textos, Arthur Danto ya había situado el fin del arte exactamente en los años sesenta. Sin embargo, y a pesar de esta afirmación radical, ha continuado efectuando una crítica radical de la naturaleza del arte en nuestro tiempo. Después del fin del arte presenta la primera reformulación a gran escala de esa intuición de Danto y muestra cómo, tras el eclipse del expresionismo abstracto, el arte se ha desviado irrevocablemente del curso narrativo que Vassari definió para él en el Renacimiento, de modo que lo que debe hacerse es señalar el camino hacia un nuevo tipo de crítica que resulte capaz de ayudarnos a entender el arte en esta era posthistórica: un tiempo en el que, por ejemplo, las teorías tradicionales no pueden explicar la diferencia entre una obra de Andy Warhol y el producto comercial en el que se inspira.
DETRÁS DE LAS RISAS: MAS ALLÁ DE LOS SIMPSON|CRIS DOMINGUEZ|HEROES DE PAPEL| 25000 |ENSAYO|
DEUDAS INTELECTUALES|AGUSTÍN SQUELLA|UDP|13000 |BIOGRAFÍA|Cuatro vidas y temperamentos, con todas sus cercanías y divergencias, encuentran en estas páginas su punto común, tal como algún día confluyeron de manera decisiva en la formación de Agustín Squella, quien les rinde aquí un homenaje, exponiendo su trama biográfica e intelectual. Son cuatro retratos que nacen de la gratitud y que invitan a introducirse en el carácter, las vicisitudes y el pensamiento de hombres notables: el escritor porteño Carlos León y los filósofos del derecho Hans Kelsen, Norberto Bobbio y Jorge Millas. Todos compartieron una visión algo desencantada de la vida, del derecho y la política –escepticismo propio de quienes miran la realidad sin maquillarla ni contarse cuentos–, lo que no les impidió tener fuertes convicciones y mostrarse siempre dispuestos a hacer lo que estuviera al alcance de su mano para que las cosas fueran lo mejor posible.
DIALOGOS DE DESAPARECIDOS|LIHN, ENRIQUE |OVEROL |9900 |POESÍA|Primera publicación que recoge parte del inédito trabajo de Enrique Lihn como dramaturgo, Diálogos de desaparecidos está compuesta por cuatro textos de fines de los 70. Un hombre atormentado, al inicio, le ruega a un cura que lo borre del mapa de víctimas, dado que sus delaciones destruyeron a muchos. Luego, un hijo vuelve a casa y conversa con su padre, mientras la madre especula sobre muertes y desapariciones. Enseguida un esposo se aparece por última vez ante su mujer para intentar despedirse y dispensarla del duelo. El conjunto se cierra con un torturador que dispara, en su propia habitación, contra el fantasma de una joven torturada.
DIARIO DE PRAGA|GINZ, PETR|ACANTILADO|17000 |ENSAYO|Comparado con el Diario de Anna Frank y escrito entre septiembre de 1941 y agosto de 1942, el Diario de Praga refleja las duras condiciones bajo las que vivieron los ciudadanos praguenses durante la ocupación nazi. Todas las anotaciones están atravesadas por una gran tensión interior, cada palabra recoge la atmósfera de la época y de la vida de un «gueto sin muros»: con un estilo lacónico y objetivo, con una visión juvenil del mundo, pícara e ingenua a la vez, con la curiosidad y la veracidad propias de un niño, Petr se ve cruelmente confrontado con la angustia de las personas adultas y la inseguridad que se va abriendo paso en la vida cotidiana. Así, por ejemplo, el 1 de enero del año 1942 escribe: «Lo que resulta ahora totalmente corriente, hubiera sido motivo de escándalo en una época normal.»
DIARIO DE UN LIBRERO|MEY LUIS|INTERZONA EDITORA|14000 |LITERATURA LATINOAMERICANA|«Cuando compré The Bookshop en 2001 tenía una vaga idea de cómo creía que podía funcionar una librería. Ninguna de mis expectativas se cumplió. Siguen sorprendiéndome a diario las preguntas que me hacen los clientes así como las suposiciones que la mayoría de la gente alberga sobre cómo gestionamos este negocio -extrañas conjeturas con las que creen poder adivinar el modo de adquirir los libros o cómo elucubramos los precios de venta al público-. Toda la especie desfila por la tienda: algunos regatean, algunos recomiendan libros, algunos son espectacularmente groseros, otros quieren contarte impúdicamente la historia de su vida, y otros se atreven a sonsacarte detalles de la tuya. Este diario pretende consignar algunos de los encuentros más memorables.» Shaun Bythell
DIAS MALDITOS|BUNIN, IVAN|ACANTILADO|15800 |LITERATURA UNIVERSAL|Días malditos no es un diario en el sentido tradicional, sino una obra literaria de composición hermosa y estricta. Se basa en las notas que Bunin escribió bajo la impresión de los acontecimientos de los años 1918 y 1919 en Moscú y Odessa, acontecimientos que fueron decisivos no sólo para Rusia, sino para el propio destino del escritor, y que forzaron su exilio definitivo en 1920. Así, estas memorias ocupan un lugar privilegiado en la herencia de Bunin, como reflexiones sobre la posibilidad de la literatura en un mundo convulsionado y violento.
DICCIONARIO CONSTITUCIONAL CHILENO|GONZALO GARCIA PINO|HUEDERS|14000 |ENSAYO|El Diccionario Constitucional Chileno es un texto que está orientado a quienes se desenvuelven y estudian Derecho en Chile en general. Su objetivo es acercar los conceptos jurídicos fundamentales a personas que nunca han estudiado Derecho pero que cuentan conocimientos suficientes para comprenderlos.
DICCIONARIO DE LAS RELIGIONES|COULIANO, IOAN|PAIDOS|24500 |MITOLOGÍA|Mircea Eliade es uno de los filósofos rumanos más importantes del siglo XX y sus aportaciones a la historia de la religión han tenido una trascendencia universal. Diccionario de las religiones publicado póstumamente en 1991 con las aportaciones de Ioan P. Couliano, incluye artículos dedicados a las diferentes religiones del mundo, informaciones actualizadas sobre sus fundadores, sus profetas, sus libros sagrados y las diversas corrientes espirituales que han dejado su huella en la historia religiosa de la humanidad. Recoge en definitiva, su conceptualización de la religión como un sistema y sitúa en una nueva perspectiva la historia comparada de las religiones.
DICCIONARIO DE MITOS DE AMERICA|GARCIA ESPERON MARIA Y MIJANGOS AMANDA|EDICIONES EL NARANJO |6500 |MITOLOGÍA|Después de diez años de su publicación, llega esta versión actualizada y aumentada de Mitos de Chile. Esta vez convertido en una enciclopedia de “seres, apariciones y encantos”. Esta edición se ha realizado con aportes del Consejo Nacional del Libro y la Lectura y está destinada a un público transversal y masivo a un precio muy asequible para la calidad de su edición y cantidad de páginas que requiere una enciclopedia. Presentación de la enciclopedia, por Sonia Montecino: La densidad cultural
DICCIONARIO HISTORICO DE LA DICTADURA CIVICO-MILITAR EN CHILE|ARTIGAS, JOSE|LOM|23000 |HISTORIA DE CHILE |En el conjunto de títulos que durante los últimos años han sido publicados sobre la dictadura chilena, la presente obra del historiador José del Pozo destaca por ir más allá del tratamiento en profundidad de un tema específico, al componer una visión panorámica del proceso político, económico y cultural, y también por abrir el relato a un amplio público. De ese modo, a partir de un mapeo exhaustivo y actualizado de los principales estudios realizados sobre la materia, este Diccionario histórico nos ayuda a comprender concretamente, a través de sus nueve grandes secciones y de sus entradas organizadas en forma alfabética y temática, cuál fue la naturaleza de dicha dictadura y cómo operó el bloque del poder formado por civiles y militares; quiénes diseñaron el modelo y quiénes fueron sus principales sostenedores y beneficiarios; los mecanismos y leyes empleados para la transformación económica; las instituciones para el control y la manipulación de la sociedad; quiénes conformaron el aparato represivo; quiénes enfrentaron a la dictadura y qué suerte corrieron; y de qué manera y hasta qué punto su influencia sigue presente en el momento actual.
DICCIONARIO MAPUCHE LENGUA Y CULTURA|HERNANDEZ, ARTURO |PEHUEN|12000 |INFANTIL|Mapuche. Lengua y Cultura contiene más de mil vocablos con notas explicativas, correspondientes a palabras mapuche de uso habitual en diferentes áreas de la vida. Está organizado en unidades temáticas, lo que facilita su manejo y enriquece la mirada del usuario.
DICHOS CHILENOS ILUSTRADOS|KARIN,PIPA|LIBERALIA|8000 |INFANTIL|El libro “Dichos Chilenos Ilustrados” será una publicación que mostrará alrededor de 80 dichos y expresiones típicas chilenas, interpretadas por Karin Pipa a través del dibujo y la referencia directa de su respectivo significado, componiendo una práctica guía ilustrada.
DICTADURA LA|BARADIT, JORGE|SUDAMERICANA|12000 |HISTORIA DE CHILE |
DIECISIETE CONTRADICCIONES Y EL FIN DEL CAPITALISMO|HARVEY, DAVID|TRAFICANTES DE SUEÑOS|23000 |SOCIOLOGIA|Este libro pretende comprender las contradicciones del capital como conjunto de vectores dinámicos que ordenan las fuerzas primordiales del comportamiento estructural de las sociedades capitalistas en los múltiples aspectos de su organización social, económica y política. Esas contradicciones, que David Harvey clasifica en fundamentales, cambiantes y peligrosas, son las que configuran el presente de nuestras sociedades y las que marcan el horizonte de su transformación, en tanto que las dinámicas del capital son las que rigen los macrocomportamientos de las distintas subestructuras que configuran su reproducción. En su opinión, los movimientos sociales y las fuerzas políticas que luchan por construir un mundo no organizado por la barbarie y la catástrofe solo pueden alcanzar unas condiciones mínimas de eficacia si parten de un diagnóstico certero de cuáles son las fuerzas que conforman el estado actual de las cosas.
DIEZ NEGRITOS|CHRISTIE, AGATHA|BOOKET|7000 |TERROR Y SUSPENSO|En la remota isla del Negro, una mano misteriosa está empeñada en cometer una serie de espeluznantes asesinatos, siguiendo al pie de la letra las ingenuas indicaciones de una canción de cuna. Por su atmósfera inquietante y su hermetismo, esta es una de las novelas más logradas de Agatha Christie.
DINAMITA HISTORIA DE LA VIOLENCIA DE CLASE|LOUIS ADAMIC|LA LINTERNA SORDA|25500 |Historia|DINAMITA' es un clásico de la Historia social norteamericana, un texto indispensable que ha inspirado a varias generaciones de activistas de todo el mundo, incluyendo a Howard Zinn y Noam Chomsky. La obra arranca con el nacimiento del movimiento obrero en Estados Unidos y, tras recorrer un siglo de luchas y persecuciones sangrientas, finaliza en la década de 1930, con el crash económico y el paro salvaje.
DIOS MARX Y EL MAPU|ESTEBAN VALENZULA|LOM|13000 |HISTORIA DE CHILE |Este libro constituye la primera historia integral del Movimiento de Acción Popular Unitaria (MAPU), el partido de cristianos radicalizados que tuvo gran influencia en la UP, la resistencia contra la dictadura y, sobre todo, los gobiernos de la Concertación. Surgidos en el interior de la Universidad Católica, los mapucistas pasaron, en el transcurso de dos décadas, de su fascinación por las revoluciones y el acercamiento al marxismo-leninismo a ser, tras el golpe de Estado, una red de lectores abatidos en la clandestinidad que descubren el marxismo crítico de Antonio Gramsci y construyen una mayoría social y política con la misma DC de la cual nacieron y a la cual abominaron. El autor aborda los orígenes, modos de reflexionar, hacer política y construir fuentes de poder económico, institucional y cultural, tanto de los mapucistas que dominaron los ministerios políticos durante los veinte años en que la Concertación estuvo en el poder como de los militantes de base, grupos de regiones y facciones que van del Movimiento Obrero-Campesino al MAPU-Lautaro. Sosteniendo la tesis de que el MAPU fue un fracaso como partido pero un éxito como red y movimiento -un partido antipartido-, Dios, Marx y… el MAPU reconstruye el camino de una elite iluminista que pasó del mesianismo al pragmatismo, gracias a una capacidad adaptativa que no tiene parangón en la historia de la política chilena.
DIOS NOS ODIA A TODOS|JARA, PATRICIO|EMECE|10200 |LITERATURA CHILENA|Última novela del destacado autor Patricio Jara, la que mezcla novela histórica con la posibilidad de que haya llegado la peste negra a Chile. Es como si se hubiese unido en un libro muy breve: La historia secreta de Chile y El veterano de tres guerras.Jara presenta una reinvención en la construcción típica de la novela histórica, centrando su potencia literaria en una ucronía.
DIOSES CHILENOS|ORTEGA, FRANCISCO|PLANETA|12500 |MITOLOGÍA|Escrito con las libertades del folklore, los recursos de la literatura y las habilidades del periodismo, Dioses chilenos es un libro que rinde homenaje a esas historias que nos hacían soñar y temer en la infancia. 
DISCRUSO SOBRE EL MIEDO ESCUCHA HOMBRECILLO|WILHELM REICH|LA LINTERNA SORDA|16500 |SOCIOLOGIA|¡ESCUCHA, HOMBRECILLO!’ levantó fuertes polémicas cuando salió a la luz en 1948. Es un libro clave que, para Wilhelm Reich, constituye una respuesta a los ataques pérfidos de la sociedad neurótica y emocionalmente pestilente.Para esta nueva traducción del texto de Reich nos hemos remitido al original traducido del alemán al inglés por el psiquiatra Theodore P. Wolfe, amigo suyo. La publicación neoyorquina de ‘¡Listen, little man!’ se acompañó con los dibujos humorísticos del reconocido ilustrador William Steig. Hemos recuperado muchas de esas caricaturas originales enriqueciendo las páginas de la presente edición.Las lectoras y lectores de esta obra descubrirán un texto directo, políticamente incorrecto, vanguardista tanto en el fondo como en la forma. Crítica mordaz al “hombre corriente” –el pequeño hombre y la pequeña mujer–, gris y egoísta, suplicando orden y autoridad. La narración está construida mezclando reflexiones con diálogos entre Reich y esos hombrecillos y mujercillas que todos llevamos dentro, estableciendo un discurso sobre la mediocridad y la “normalización” social destructora de la vida, la naturaleza y lo diferente. Reich apuesta por el retorno al “animal humano” generoso, cooperativo, libre y gozoso.Las ideas originales de Wilhelm Reich cautivaron a Fromm, Marcuse, Adorno, Foucault, Hannah Arendt y Simone Weil. Influye abiertamente en los ‘beatniks’ y en las figuras relevantes de la contracultura (Ginsberg, Kerouac, Burroughs, Mailer, Salinger, Goodman), es el precedente de las comunas y de los ‘hippies’, del ecologismo antinuclear, del neocristianismolibertario, de las corrientes radical-utópicas, del situacionismo...En Mayo del 68, el movimiento estudiantil francés grafiteaba eslóganes reichianos. En la universidad de Frankfurt, en 1968, podía leerse una gran pintada advirtiendo: ‘¡Lee a Reich y actúa en consecuencia!’.
DISCURSOS SOBRE LA FELICIDAD|LA METTRIE, JULIEN OFFRAY DE|EL CUENCO DE PLATA|13800 |SOCIOLOGIA|Médico y filósofo, Julián Offray de La Mettrie (1709-1751) fue un exponente mayor de neoepicureísmo materialista del siglo XVIII y su pensamiento una anomalía salvaje en pleno siglo de Las Luces. Crítico del cartesianismo, heredero del atomismo antiguo y de la tradición libertina moderna, obtuvo la unánime denostación de todas las corrientes filosóficas de su tiempo, no sólo por la radicalidad de su mecanicismo, sino también por una ética que afirma el placer sensible como sabiduría de vida y la búsqueda de la felicidad individual como condición de una sociedad emancipada de los terrores teológicos y políticos. Según el autor del Discurso sobre la felicidad, la filosofía revela el ideal ascético y el poder espectral que los remordimientos ejercen sobre las conciencias como puros dispositivos sacrificiales inventados por las religiones.
DISPAREN A LA BANDADA|VILLAGRAN, FERNANDO|CATALONIA|12000 |HISTORIA DE CHILE |El autor habla de su propia experiencia como prisionero de la dictadura y desarrolla el entramado de una historia inédita, la de los oficiales y suboficiales de la Fuerza Aérea de Chile que se opusieron al golpe militar,sufriendo por ello de parte de sus propios compañeros de armas una violenta represión, cuyos detalles se han mantenido hasta hoy en el más estricto secreto y olvido.Los hechos se narran a partir del encuentro azaroso del autor con el oficial de la FACH que, veintiocho años antes, los salvó a Felipe Agüero, amigo y compañero, y a él mismo, de ser ejecutados en forma sumaria. Surge así, apoyada en una rigurosa investigación periodística, una dramática y conmovedora historia de la que el público, en su tiempo, tuvo apenas noticias a través de las distorsionadas informaciones proporcionadas por la prensa sobre elproceso caratulado “Contra Bachelet y otros”.Este libro es una edición revisada y ampliada de la que se publicó en 2002 y coincide con los cuarenta años del golpe militar de 1973.
DISTANCIA DE RESCATE|SAMANTA, SCHWEBLIN|RANDOM HOUSE |12000 |LITERATURA UNIVERSAL|Extraordinaria primera novela de Samanta Schweblin. Hipnótica, incómoda y atrapante.
DOCTOR SUEÑO|KING, STEPHEN|DEBOLSILLO|13500 |TERROR Y SUSPENSO|Una novela que entusiasmará a los millones de lectoresde El resplandor y encantará a todos los que conozcana Danny Torrance por primera vez.
DOLORES CLAIBORNE|KING, STEPHEN|DEBOLSILLO|12000 |TERROR Y SUSPENSO|Durante treinta años, los habitantes de Little Tall Island han espe¬rado averiguar qué pasó durante el extraño día el día del eclipse total en que murió el marido de Dolores Claiborne. Ahora la policía quiere averiguar qué pasó ayer, cuando la rica mujer para la que Dolores hacía las tareas domésticas, una mujer postrada en la cama, murió repentinamente. Sin otra opción más que hablar, Dolores presenta su conmovedora confesión. Revela los lazos extraños y terribles a que la han obligado sus secretos. Revela las abominables consecuencias de un feroz amor maternal. Revela la ira silenciosa que puede llenar de odio el corazón de una mujer. Solo Stephen King podría haber imaginado y escrito esta novela, y lo demuestra abriendo de par en par las intimidades más oscuras y los pecados más despreciables de los hombres y las mujeres de un enquistado pueblo de Maine, guiando al lector por la vida subterránea de un municipio de imagen impecable.
DONDE VAN A MORIR LOS ELEFANTES (DB)|DONOSO, JOSE|DEBOLSILLO|4916 |LITERATURA CHILENA|Una metáfora ácida, negra e implacable sobre las relaciones conflictivas que los intelectuales latinoamericanos mantienen con la cultura norteamericana. Una lúcida reflexión sobre la condición de la mujer, el lugar de la literatura, la snuevas tecnologías y la obsesión por el prestigio. Gustavo Zuleta, un profesor de literatura chilen, acepta una oferta para trabajar en una universidad del medioeste norteamericano. Mientras espera a su mujer y su hijo recién nacido, Zuleta descubre los contrastes exasperados de la vida académica.
DOS GUIONES|ELTIT, DIAMELA|SANGRIA|7800 |LITERATURA CHILENA|Una pareja espera y no quiere hacer los trámites por sus muertos, hasta que recibe la visita de quienes han obtenido sus nombres para invitarlos a una cena de gala. Un grupo familiar también aguarda en el hospital público, mientras sus imágenes son intervenidas sin que logren ser  entendidos ni atendidos. En estos Dos guiones, escritos por Diamela Eltit para algunas de sus recientes colaboraciones con Lotty Rosenfeld, nuestra cotidianidad pública y privada se hace opaca para evidenciar la normalidad como otra más de «las feroces formas de reproducción de la violencia», en palabras de la propia autora en uno de sus dos ensayos inéditos sobre su escritura audiovisual aquí incluidos. 
DOS REVOLCUIONES COMUNISTAS EN EL SIGLO XX|ANDERSON, PERRY|TRAFICANTES DE SUEÑOS|8500 |ENSAYO|La comparación de las dos revoluciones comunistas del largo siglo XX es, pues, un ejercicio intelectual fascinante y un objeto de análisis teórico de gran envergadura y relevancia políticas, porque en estas experiencias histórico-estructurales, los enormes dilemas que el capitalismo histórico había planteado a las sociedades humanas en los albores de nuestra época fueron objeto de una gigantesca experiencia colectiva, que dotó de mayor espesor y complejidad a las posibles sendas de constitución política de las grandes masas secularmente desposeídas.
DRACULA|BRAM, STOKER|ALIANZA|16500 |TERROR Y SUSPENSO|Leyenda llevada al cine en numerosas versiones y secuelas, Drácula es una novela que sintetiza de forma inigualable varias de las más profundas pulsiones del ser humano (la vida, la muerte, la sexualidad) en sus más diversas y ambiguas manifestaciones, como el bien y el mal, la luz y las tinieblas, la entrega no deseada pero irresistible, para alumbrar finalmente un relato fascinante que es un clásico indiscutible de la literatura de terror.
DUNE|FRANK HERBERT|DEBOLSILLO|8000 |Ciencia Ficción|La mayor epopeya de la ciencia ficción de todos los tiempos.   
ECLIPSES|JOSÉ MAZA |PLANETA | 12900 |ENSAYO|
ECOANIMAL UNA ESTETICA PLURISENSORIAL|TAFALLA, MARTA|PLAZA Y VALDES|21500 |VERDE ANIMAL|La catástrofe ecológica es el problema más grave que ha tenido que afrontar nunca la humanidad. Además de estudiarlo desde las ciencias naturales, la ética y la política, necesitamos también examinarlo desde la estética, porque nuestra relación con la naturaleza y los otros animales está mediada por la belleza o el misterio que admiramos en bosques, desiertos y océanos. Sin embargo, nuestra civilización nos ha educado en una estética superficial que concibe la naturaleza como un simple decorado que adorna las historias humanas y los otros animales como meros ornamentos exhibidos en jaulas o acuarios, y así nos encierra en la burbuja antropocéntrica y nos desvincula de la realidad. Necesitamos una estética de la naturaleza basada en el conocimiento científico, en la percepción plurisensorial, en la capacidad para apreciar lo diferente de nosotros y en la actitud crítica. Y la necesitamos con urgencia: quien no sabe admirar la belleza de una familia de lobos salvajes en libertad, quien nunca se ha parado a contemplar las aves, los reptiles, los insectos o las “malas hierbas” con los que comparte su barrio, quien ni siquiera sabe lo que es un chorlitejo patinegro o un pinsapo, ¿los echará de menos si los extinguimos? Apreciar la belleza natural nos revelará la gravedad del ecocidio, del exterminio global que estamos cometiendo, y nos mostrará también los fabulosos viajes de descubrimiento y placer que podríamos disfrutar en una naturaleza recuperada como hogar. Necesitamos una estética ecologista y animalista, que nos reconcilie con la Tierra y los animales que la habitan.
ECOLOGIA Y GENERO EN DIALOGO INTERDICIPLINAR|ALICIA H. PULEO|PLAZA Y VALDES|25500 |FEMINISMO|En el contexto actual de crisis sistémicas múltiples, la filosofía ha de pensar un mundo futuro digno de ser vivido. Esta tarea requiere un diálogo con otras disciplinas y saberes, así como una mirada atenta a la realidad actual. Partiendo de tal convicción, esta obra examina los entramados socio-culturales que tejen las relaciones entre nuestros cuerpos y los ecosistemas que habitamos. La intersección de la problemática ecológica con la perspectiva crítica de género abre un campo de enorme riqueza teórica y práctica. Ecofeminismo, ecocrítica, interculturalismo y ecología social son los ejes conceptuales de esta mirada plural que analiza discursos, construye alternativas y recorre sendas de transformación y esperanza. Desde sus diferentes enfoques y temáticas, los estudios incluidos en este libro confluyen en la búsqueda de un horizonte regulativo generador de pensamiento y práctica para la ecojusticia, la sostenibilidad ambiental, la igualdad real entre mujeres y hombres, la educación en valores, el desarrollo humano y la empatía y el respeto hacia la Naturaleza.
ECONOANIMAL|TAFAÑÑA, MARTA|PLAZA Y VALDES|18000 |VERDE ANIMAL|La catástrofe ecológica es el problema más grave que ha tenido que afrontar nunca la humanidad. Además de estudiarlo desde las ciencias naturales, la ética y la política, necesitamos también examinarlo desde la estética, porque nuestra relación con la naturaleza y los otros animales está mediada por la belleza o el misterio que admiramos en bosques, desiertos y océanos. Sin embargo, nuestra civilización nos ha educado en una estética superficial que concibe la naturaleza como un simple decorado que adorna las historias humanas y los otros animales como meros ornamentos exhibidos en jaulas o acuarios, y así nos encierra en la burbuja antropocéntrica y nos desvincula de la realidad. Necesitamos una estética de la naturaleza basada en el conocimiento científico, en la percepción plurisensorial, en la capacidad para apreciar lo diferente de nosotros y en la actitud crítica. Y la necesitamos con urgencia: quien no sabe admirar la belleza de una familia de lobos salvajes en libertad, quien nunca se ha parado a contemplar las aves, los reptiles, los insectos o las “malas hierbas” con los que comparte su barrio, quien ni siquiera sabe lo que es un chorlitejo patinegro o un pinsapo, ¿los echará de menos si los extinguimos? Apreciar la belleza natural nos revelará la gravedad del ecocidio, del exterminio global que estamos cometiendo, y nos mostrará también los fabulosos viajes de descubrimiento y placer que podríamos disfrutar en una naturaleza recuperada como hogar. Necesitamos una estética ecologista y animalista, que nos reconcilie con la Tierra y los animales que la habitan.
